"Time","All machines","machine69","machine70"
2024-04-18 10:26:30,0,0,
2024-04-18 10:26:45,0,0,
2024-04-18 10:27:00,0,0,0
2024-04-18 10:27:15,0,0,0
2024-04-18 10:27:30,488,383,0
2024-04-18 10:27:45,3119,3039,0
2024-04-18 10:28:00,3916,3980,0
2024-04-18 10:28:15,3919,3849,0
2024-04-18 10:28:30,2529,2606,0
2024-04-18 10:28:45,173,220,0
2024-04-18 10:29:00,72.2,71.2,0
2024-04-18 10:29:15,46.9,45.1,0
2024-04-18 10:29:30,48.2,48.2,0
2024-04-18 10:29:45,17.5,21.5,0
2024-04-18 10:30:00,23.0,22.9,0
2024-04-18 10:30:15,22.8,22.8,0
2024-04-18 10:30:30,6.53,6.57,0
2024-04-18 10:30:45,13.0,13.0,0
2024-04-18 10:31:00,6.61,6.60,0
2024-04-18 10:31:15,6.54,26.8,0
2024-04-18 10:31:30,162,160,0
2024-04-18 10:31:45,186,190,0
