"Time","All machines","machine69","machine70"
2024-04-18 10:26:30,993,993,
2024-04-18 10:26:45,2087,2084,
2024-04-18 10:27:00,4266,2985,1270
2024-04-18 10:27:15,6913,4158,2522
2024-04-18 10:27:30,9813,4463,4275
2024-04-18 10:27:45,12886,4595,5746
2024-04-18 10:28:00,63076,24462,23570
2024-04-18 10:28:15,141007,61609,50343
2024-04-18 10:28:30,219588,97284,76911
2024-04-18 10:28:45,294240,132897,99515
2024-04-18 10:29:00,296184,134275,101220
2024-04-18 10:29:15,293331,132431,100617
2024-04-18 10:29:30,291247,130379,95673
2024-04-18 10:29:45,297977,134239,100778
2024-04-18 10:30:00,298948,135006,100683
2024-04-18 10:30:15,296766,134882,100319
2024-04-18 10:30:30,299251,135864,100598
2024-04-18 10:30:45,299165,135132,101069
2024-04-18 10:31:00,296899,134409,100707
2024-04-18 10:31:15,295312,134466,100697
2024-04-18 10:31:30,295363,133198,100442
2024-04-18 10:31:45,293054,132190,99940
