"Time","Total","Peers","Orderers","Couchdb"
2024-04-18 10:26:00,470777477,235367432,117690929,117719116
2024-04-18 10:26:15,470777477,235367432,117690929,117719116
2024-04-18 10:26:30,712312210,356134676,178074536,178102998
2024-04-18 10:26:45,712312666,356134889,178074667,178103110
2024-04-18 10:27:00,931608102,465782496,232898446,232927160
2024-04-18 10:27:15,931608394,465782642,232898519,232927233
2024-04-18 10:27:30,941514723,470735533,235374934,235404256
2024-04-18 10:27:45,941516420,470736356,235375387,235404677
2024-04-18 10:28:00,941521128,470737703,235376478,235406947
2024-04-18 10:28:15,941527307,470739371,235377727,235410209
2024-04-18 10:28:30,941533479,470741326,235378954,235413199
2024-04-18 10:28:45,941539868,470743178,235380195,235416495
2024-04-18 10:29:00,941547174,470745026,235381548,235420600
2024-04-18 10:29:15,700015940,349981126,174999222,175035592
2024-04-18 10:29:30,470782287,235380807,117693237,117708243
2024-04-18 10:29:45,470787977,235382459,117694576,117710942
2024-04-18 10:30:00,470795316,235384360,117696070,117714886
2024-04-18 10:30:15,470801550,235386189,117697213,117718148
2024-04-18 10:30:30,470807652,235388030,117698596,117721026
2024-04-18 10:30:45,470814059,235389567,117700065,117724427
2024-04-18 10:31:00,470821557,235391600,117701495,117728462
2024-04-18 10:31:15,470826722,235393216,117702473,117731033
2024-04-18 10:31:30,470833752,235394959,117703806,117734987
2024-04-18 10:31:45,470839125,235396274,117705284,117737567
