"Time","All machines","machine69","machine70"
2024-04-18 10:26:00,5.17,3.14,3.37
2024-04-18 10:26:15,5.17,3.14,3.37
2024-04-18 10:26:30,5.71,4.23,3.37
2024-04-18 10:26:45,5.72,4.24,3.37
2024-04-18 10:27:00,6.34,4.24,4.60
2024-04-18 10:27:15,6.35,4.24,4.62
2024-04-18 10:27:30,7.11,4.25,4.63
2024-04-18 10:27:45,7.11,4.24,4.63
2024-04-18 10:28:00,7.44,4.58,4.71
2024-04-18 10:28:15,7.73,4.79,4.97
2024-04-18 10:28:30,8.02,4.97,5.16
2024-04-18 10:28:45,8.09,4.98,5.18
2024-04-18 10:29:00,8.39,5.17,5.37
2024-04-18 10:29:15,7.14,2.23,2.24
2024-04-18 10:29:30,3.47,2.22,2.17
2024-04-18 10:29:45,3.79,2.43,2.35
2024-04-18 10:30:00,4.16,2.65,2.62
2024-04-18 10:30:15,4.20,2.67,2.64
2024-04-18 10:30:30,4.49,2.86,2.86
2024-04-18 10:30:45,4.84,3.08,3.08
2024-04-18 10:31:00,4.94,3.14,3.12
2024-04-18 10:31:15,5.25,3.29,3.36
2024-04-18 10:31:30,5.56,3.47,3.64
2024-04-18 10:31:45,5.55,3.42,3.58
