"Time","machine69","machine70","All Machines","machine77"
2024-08-01 15:31:30,0.348,0.179,0.707,0.179
2024-08-01 15:31:45,0.348,0.179,0.707,0.179
2024-08-01 15:32:00,0.348,0.179,0.707,0.179
2024-08-01 15:32:15,0.348,0.179,0.707,0.179
2024-08-01 15:32:30,0.349,0.179,0.707,0.179
2024-08-01 15:32:45,0.349,0.179,0.707,0.179
2024-08-01 15:33:00,0.349,0.179,0.711,0.179
2024-08-01 15:33:15,0.349,0.179,0.714,0.181
2024-08-01 15:33:30,0.352,0.181,0.714,0.181
2024-08-01 15:33:45,0.352,0.181,0.714,0.181
2024-08-01 15:34:00,0.352,0.181,0.720,0.181
2024-08-01 15:34:15,0.352,0.183,0.722,0.183
2024-08-01 15:34:30,0.356,0.183,0.722,0.183
2024-08-01 15:34:45,0.356,0.183,0.722,0.183
2024-08-01 15:35:00,0.356,0.183,0.723,0.183
2024-08-01 15:35:15,0.356,0.185,0.729,0.185
2024-08-01 15:35:30,0.359,0.185,0.729,0.185
2024-08-01 15:35:45,0.359,0.185,0.729,0.185
2024-08-01 15:36:00,0.359,0.185,0.731,0.185
2024-08-01 15:36:15,0.359,0.187,0.731,0.185
2024-08-01 15:36:30,0.362,0.187,0.736,0.185
2024-08-01 15:36:45,0.362,0.187,0.736,0.187
2024-08-01 15:37:00,0.362,0.187,0.736,0.187
