"Time","All machines","machine69","machine70","machine77"
2024-08-01 15:31:30,13.8,12.2,9.40,8.50
2024-08-01 15:31:45,13.8,12.2,8.11,8.34
2024-08-01 15:32:00,14.6,12.2,8.03,8.34
2024-08-01 15:32:15,14.8,12.2,9.00,8.79
2024-08-01 15:32:30,15.2,12.1,9.08,8.79
2024-08-01 15:32:45,15.0,12.1,9.25,9.35
2024-08-01 15:33:00,15.7,12.1,9.35,9.35
2024-08-01 15:33:15,16.1,12.1,9.02,9.52
2024-08-01 15:33:30,16.1,12.9,9.36,9.52
2024-08-01 15:33:45,16.0,12.9,9.68,8.99
2024-08-01 15:34:00,16.3,12.9,9.69,8.99
2024-08-01 15:34:15,16.0,12.9,9.90,9.69
2024-08-01 15:34:30,16.8,13.4,9.90,9.69
2024-08-01 15:34:45,16.6,13.4,10.3,9.99
2024-08-01 15:35:00,17.0,13.4,10.1,9.99
2024-08-01 15:35:15,17.5,13.4,10.6,10.5
2024-08-01 15:35:30,17.6,13.8,10.6,10.5
2024-08-01 15:35:45,17.8,13.8,10.8,11.1
2024-08-01 15:36:00,18.3,13.8,10.7,11.1
2024-08-01 15:36:15,18.3,13.8,10.7,11.1
2024-08-01 15:36:30,19.3,14.2,11.4,11.1
2024-08-01 15:36:45,19.0,14.2,11.2,12.0
2024-08-01 15:37:00,17.4,14.2,11.4,12.0
