"Time","Total","Peers","Orderers"
2024-08-01 15:31:30,0.601,0.131,0.000545
2024-08-01 15:31:45,0.601,0.131,0.000545
2024-08-01 15:32:00,0.601,0.131,0.000549
2024-08-01 15:32:15,0.602,0.131,0.000691
2024-08-01 15:32:30,0.602,0.131,0.000691
2024-08-01 15:32:45,0.602,0.131,0.000691
2024-08-01 15:33:00,0.605,0.133,0.00224
2024-08-01 15:33:15,0.608,0.136,0.00236
2024-08-01 15:33:30,0.608,0.136,0.00236
2024-08-01 15:33:45,0.608,0.136,0.00236
2024-08-01 15:34:00,0.612,0.139,0.00392
2024-08-01 15:34:15,0.614,0.140,0.00403
2024-08-01 15:34:30,0.614,0.140,0.00403
2024-08-01 15:34:45,0.614,0.140,0.00403
2024-08-01 15:35:00,0.616,0.142,0.00403
2024-08-01 15:35:15,0.620,0.145,0.00570
2024-08-01 15:35:30,0.620,0.145,0.00570
2024-08-01 15:35:45,0.620,0.145,0.00570
2024-08-01 15:36:00,0.622,0.146,0.00570
2024-08-01 15:36:15,0.622,0.146,0.00570
2024-08-01 15:36:30,0.626,0.149,0.00725
2024-08-01 15:36:45,0.626,0.149,0.00725
2024-08-01 15:37:00,0.626,0.149,0.00725
