"Time","orderers","peers","Total"
2024-08-01 15:31:30,0.120,4.22,4.22
2024-08-01 15:31:45,0.120,4.21,4.21
2024-08-01 15:32:00,0.152,4.47,4.47
2024-08-01 15:32:15,0.219,4.51,4.51
2024-08-01 15:32:30,0.277,4.64,4.64
2024-08-01 15:32:45,0.263,4.55,4.55
2024-08-01 15:33:00,0.320,4.79,4.79
2024-08-01 15:33:15,0.393,4.88,4.88
2024-08-01 15:33:30,0.404,4.87,4.87
2024-08-01 15:33:45,0.420,4.82,4.82
2024-08-01 15:34:00,0.477,4.91,4.91
2024-08-01 15:34:15,0.456,4.78,4.78
2024-08-01 15:34:30,0.495,5.01,5.01
2024-08-01 15:34:45,0.579,4.94,4.94
2024-08-01 15:35:00,0.590,5.04,5.04
2024-08-01 15:35:15,0.614,5.14,5.14
2024-08-01 15:35:30,0.658,5.15,5.15
2024-08-01 15:35:45,0.646,5.20,5.20
2024-08-01 15:36:00,0.680,5.37,5.37
2024-08-01 15:36:15,0.680,5.37,5.37
2024-08-01 15:36:30,0.681,5.74,5.74
2024-08-01 15:36:45,0.681,5.65,5.65
2024-08-01 15:37:00,0.681,5.12,5.12
