"Time","Total","Peers","Orderers"
2024-08-01 15:31:30,0.707,0.154,0.000641
2024-08-01 15:31:45,0.707,0.154,0.000641
2024-08-01 15:32:00,0.707,0.154,0.000645
2024-08-01 15:32:15,0.707,0.154,0.000813
2024-08-01 15:32:30,0.707,0.154,0.000813
2024-08-01 15:32:45,0.707,0.154,0.000813
2024-08-01 15:33:00,0.711,0.156,0.00264
2024-08-01 15:33:15,0.714,0.160,0.00278
2024-08-01 15:33:30,0.714,0.160,0.00278
2024-08-01 15:33:45,0.714,0.160,0.00278
2024-08-01 15:34:00,0.720,0.163,0.00460
2024-08-01 15:34:15,0.722,0.165,0.00474
2024-08-01 15:34:30,0.722,0.165,0.00474
2024-08-01 15:34:45,0.722,0.165,0.00474
2024-08-01 15:35:00,0.723,0.167,0.00474
2024-08-01 15:35:15,0.729,0.170,0.00670
2024-08-01 15:35:30,0.729,0.170,0.00670
2024-08-01 15:35:45,0.729,0.170,0.00670
2024-08-01 15:36:00,0.731,0.172,0.00670
2024-08-01 15:36:15,0.731,0.172,0.00670
2024-08-01 15:36:30,0.736,0.175,0.00852
2024-08-01 15:36:45,0.736,0.175,0.00852
2024-08-01 15:37:00,0.736,0.175,0.00852
