"Time","orderers","peers","Total"
2024-08-01 15:31:30,0.375,13.2,13.2
2024-08-01 15:31:45,0.375,13.2,13.2
2024-08-01 15:32:00,0.475,14.0,14.0
2024-08-01 15:32:15,0.684,14.1,14.1
2024-08-01 15:32:30,0.867,14.5,14.5
2024-08-01 15:32:45,0.823,14.2,14.2
2024-08-01 15:33:00,0.999,15.0,15.0
2024-08-01 15:33:15,1.23,15.3,15.3
2024-08-01 15:33:30,1.26,15.2,15.2
2024-08-01 15:33:45,1.31,15.1,15.1
2024-08-01 15:34:00,1.49,15.4,15.4
2024-08-01 15:34:15,1.43,14.9,14.9
2024-08-01 15:34:30,1.55,15.7,15.7
2024-08-01 15:34:45,1.81,15.4,15.4
2024-08-01 15:35:00,1.84,15.8,15.8
2024-08-01 15:35:15,1.92,16.1,16.1
2024-08-01 15:35:30,2.06,16.1,16.1
2024-08-01 15:35:45,2.02,16.2,16.2
2024-08-01 15:36:00,2.13,16.8,16.8
2024-08-01 15:36:15,2.13,16.8,16.8
2024-08-01 15:36:30,2.13,18.0,18.0
2024-08-01 15:36:45,2.13,17.6,17.6
2024-08-01 15:37:00,2.13,16.0,16.0
