"Time","machine69","machine70","All Machines","machine77"
2024-08-01 15:31:30,0.593,0.305,0.601,0.152
2024-08-01 15:31:45,0.593,0.305,0.601,0.152
2024-08-01 15:32:00,0.593,0.305,0.601,0.152
2024-08-01 15:32:15,0.593,0.305,0.602,0.152
2024-08-01 15:32:30,0.593,0.305,0.602,0.152
2024-08-01 15:32:45,0.593,0.305,0.602,0.152
2024-08-01 15:33:00,0.593,0.305,0.605,0.152
2024-08-01 15:33:15,0.593,0.305,0.608,0.154
2024-08-01 15:33:30,0.599,0.308,0.608,0.154
2024-08-01 15:33:45,0.599,0.308,0.608,0.154
2024-08-01 15:34:00,0.599,0.308,0.612,0.154
2024-08-01 15:34:15,0.599,0.312,0.614,0.156
2024-08-01 15:34:30,0.605,0.312,0.614,0.156
2024-08-01 15:34:45,0.605,0.312,0.614,0.156
2024-08-01 15:35:00,0.605,0.312,0.616,0.156
2024-08-01 15:35:15,0.605,0.315,0.620,0.157
2024-08-01 15:35:30,0.611,0.315,0.620,0.157
2024-08-01 15:35:45,0.611,0.315,0.620,0.157
2024-08-01 15:36:00,0.611,0.315,0.622,0.157
2024-08-01 15:36:15,0.611,0.318,0.622,0.157
2024-08-01 15:36:30,0.617,0.318,0.626,0.157
2024-08-01 15:36:45,0.617,0.318,0.626,0.159
2024-08-01 15:37:00,0.617,0.318,0.626,0.159
