"Time","Total","Peers","Orderers"
2024-07-31 10:19:45,4.26,3.50,0.760
2024-07-31 10:20:00,10.2,8.72,1.44
2024-07-31 10:20:15,24.6,20,4.57
2024-07-31 10:20:30,48.1,39.8,8.22
2024-07-31 10:20:45,65.0,53.0,12.1
2024-07-31 10:21:00,72.3,60.2,12.1
2024-07-31 10:21:15,71.7,58.8,12.9
2024-07-31 10:21:30,75.2,62.2,13.0
2024-07-31 10:21:45,74.8,61.8,13.0
2024-07-31 10:22:00,72.8,59.9,12.8
2024-07-31 10:22:15,73.0,60.2,12.8
2024-07-31 10:22:30,74.2,61.2,13.0
2024-07-31 10:22:45,75.7,62.3,13.3
2024-07-31 10:23:00,76.2,62.8,13.4
2024-07-31 10:23:15,77.9,63.9,14.0
2024-07-31 10:23:30,78.2,64.4,13.8
2024-07-31 10:23:45,78.7,64.8,13.9
2024-07-31 10:24:00,71.5,58.4,13.1
2024-07-31 10:24:15,54.9,46.2,8.68
2024-07-31 10:24:30,27.4,22.0,5.34
2024-07-31 10:24:45,11.7,10.6,1.14
2024-07-31 10:25:00,4.18,3.46,0.720
2024-07-31 10:25:15,4.02,3.34,0.680
