"Time","machine69","machine70","All Machines","machine77"
2024-07-31 10:19:45,0.340,0.173,0.685,0.173
2024-07-31 10:20:00,0.340,0.173,0.686,0.173
2024-07-31 10:20:15,0.340,0.173,0.686,0.173
2024-07-31 10:20:30,0.340,0.173,0.686,0.173
2024-07-31 10:20:45,0.340,0.173,0.686,0.173
2024-07-31 10:21:00,0.340,0.174,0.692,0.173
2024-07-31 10:21:15,0.340,0.174,0.692,0.174
2024-07-31 10:21:30,0.343,0.174,0.692,0.174
2024-07-31 10:21:45,0.343,0.174,0.692,0.174
2024-07-31 10:22:00,0.343,0.176,0.699,0.174
2024-07-31 10:22:15,0.343,0.176,0.699,0.176
2024-07-31 10:22:30,0.347,0.176,0.699,0.176
2024-07-31 10:22:45,0.347,0.178,0.699,0.176
2024-07-31 10:23:00,0.347,0.178,0.707,0.176
2024-07-31 10:23:15,0.347,0.178,0.707,0.178
2024-07-31 10:23:30,0.350,0.178,0.707,0.178
2024-07-31 10:23:45,0.350,0.180,0.707,0.178
2024-07-31 10:24:00,0.350,0.180,0.714,0.178
2024-07-31 10:24:15,0.350,0.180,0.714,0.180
2024-07-31 10:24:30,0.354,0.180,0.714,0.180
2024-07-31 10:24:45,0.354,0.180,0.714,0.180
2024-07-31 10:25:00,0.354,0.180,0.715,0.180
2024-07-31 10:25:15,0.354,0.180,0.715,0.180
