"Time","orderers","peers","Total"
2024-07-31 10:19:45,0.126,4.09,4.09
2024-07-31 10:20:00,0.138,4.12,4.12
2024-07-31 10:20:15,0.181,4.30,4.30
2024-07-31 10:20:30,0.238,4.37,4.37
2024-07-31 10:20:45,0.329,4.41,4.41
2024-07-31 10:21:00,0.348,4.48,4.48
2024-07-31 10:21:15,0.420,4.58,4.58
2024-07-31 10:21:30,0.460,4.64,4.64
2024-07-31 10:21:45,0.436,4.79,4.79
2024-07-31 10:22:00,0.474,4.82,4.82
2024-07-31 10:22:15,0.555,4.93,4.93
2024-07-31 10:22:30,0.525,4.89,4.89
2024-07-31 10:22:45,0.596,4.99,4.99
2024-07-31 10:23:00,0.621,4.99,4.99
2024-07-31 10:23:15,0.623,5.08,5.08
2024-07-31 10:23:30,0.680,5.06,5.06
2024-07-31 10:23:45,0.721,5.22,5.22
2024-07-31 10:24:00,0.701,5.11,5.11
2024-07-31 10:24:15,0.705,5.05,5.05
2024-07-31 10:24:30,0.707,5.18,5.18
2024-07-31 10:24:45,0.707,4.98,4.98
2024-07-31 10:25:00,0.707,5.09,5.09
2024-07-31 10:25:15,0.707,4.95,4.95
