"Time","machine69","machine70","All Machines","machine77"
2024-07-31 10:19:45,0.579,0.294,0.583,0.147
2024-07-31 10:20:00,0.579,0.294,0.583,0.147
2024-07-31 10:20:15,0.579,0.294,0.583,0.147
2024-07-31 10:20:30,0.579,0.294,0.583,0.147
2024-07-31 10:20:45,0.579,0.294,0.583,0.147
2024-07-31 10:21:00,0.579,0.297,0.589,0.147
2024-07-31 10:21:15,0.579,0.297,0.589,0.148
2024-07-31 10:21:30,0.584,0.297,0.589,0.148
2024-07-31 10:21:45,0.584,0.297,0.589,0.148
2024-07-31 10:22:00,0.584,0.300,0.595,0.148
2024-07-31 10:22:15,0.584,0.300,0.595,0.150
2024-07-31 10:22:30,0.590,0.300,0.595,0.150
2024-07-31 10:22:45,0.590,0.303,0.595,0.150
2024-07-31 10:23:00,0.590,0.303,0.601,0.150
2024-07-31 10:23:15,0.590,0.303,0.601,0.152
2024-07-31 10:23:30,0.596,0.303,0.601,0.152
2024-07-31 10:23:45,0.596,0.306,0.601,0.152
2024-07-31 10:24:00,0.596,0.307,0.607,0.152
2024-07-31 10:24:15,0.596,0.307,0.607,0.153
2024-07-31 10:24:30,0.602,0.307,0.607,0.153
2024-07-31 10:24:45,0.602,0.307,0.607,0.153
2024-07-31 10:25:00,0.602,0.307,0.608,0.153
2024-07-31 10:25:15,0.602,0.307,0.608,0.154
