"Time","orderers","peers","Total"
2024-07-31 10:19:45,0.394,12.8,12.8
2024-07-31 10:20:00,0.431,12.9,12.9
2024-07-31 10:20:15,0.565,13.4,13.4
2024-07-31 10:20:30,0.745,13.7,13.7
2024-07-31 10:20:45,1.03,13.8,13.8
2024-07-31 10:21:00,1.09,14.0,14.0
2024-07-31 10:21:15,1.31,14.3,14.3
2024-07-31 10:21:30,1.44,14.5,14.5
2024-07-31 10:21:45,1.36,15.0,15.0
2024-07-31 10:22:00,1.48,15.1,15.1
2024-07-31 10:22:15,1.73,15.4,15.4
2024-07-31 10:22:30,1.64,15.3,15.3
2024-07-31 10:22:45,1.86,15.6,15.6
2024-07-31 10:23:00,1.94,15.6,15.6
2024-07-31 10:23:15,1.95,15.9,15.9
2024-07-31 10:23:30,2.12,15.8,15.8
2024-07-31 10:23:45,2.25,16.3,16.3
2024-07-31 10:24:00,2.19,16.0,16.0
2024-07-31 10:24:15,2.20,15.8,15.8
2024-07-31 10:24:30,2.21,16.2,16.2
2024-07-31 10:24:45,2.21,15.6,15.6
2024-07-31 10:25:00,2.21,15.9,15.9
2024-07-31 10:25:15,2.21,15.5,15.5
