"Time","machine69","machine70","All Machines","machine77"
2024-06-23 21:19:15,276,252,780,252
2024-06-23 21:19:30,276,252,780,252
2024-06-23 21:19:45,276,252,780,252
2024-06-23 21:20:00,276,252,780,252
2024-06-23 21:20:15,276,252,780,252
2024-06-23 21:20:30,276,252,780,252
2024-06-23 21:20:45,276,252,780,252
2024-06-23 21:21:00,276,252,780,252
2024-06-23 21:21:15,276,252,780,252
2024-06-23 21:21:30,276,252,780,252
2024-06-23 21:21:45,276,252,780,252
2024-06-23 21:22:00,276,252,781,252
2024-06-23 21:22:15,277,252,781,252
2024-06-23 21:22:30,277,252,781,252
2024-06-23 21:22:45,277,252,781,252
2024-06-23 21:23:00,277,252,781,252
2024-06-23 21:23:15,277,252,781,252
2024-06-23 21:23:30,277,252,781,252
2024-06-23 21:23:45,277,252,782,252
2024-06-23 21:24:00,277,252,782,252
2024-06-23 21:24:15,277,252,782,252
2024-06-23 21:24:30,277,252,782,252
2024-06-23 21:24:45,277,252,782,252
2024-06-23 21:25:00,277,252,782,252
2024-06-23 21:25:15,277,252,782,252
