"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 21:19:15,62.9,13.1,0,0
2024-06-23 21:19:30,0,0,0,0
2024-06-23 21:19:45,58.6,7.16,7.15,0
2024-06-23 21:20:00,81.7,7.18,7.23,4.83
2024-06-23 21:20:15,81.5,7.13,7.26,4.75
2024-06-23 21:20:30,282,13.7,20.3,13.3
2024-06-23 21:20:45,1109,64.6,66.7,47.4
2024-06-23 21:21:00,2400,62.1,66.7,51.0
2024-06-23 21:21:15,4925,325,329,229
2024-06-23 21:21:30,4294,301,301,196
2024-06-23 21:21:45,3643,301,303,208
2024-06-23 21:22:00,6312,299,320,284
2024-06-23 21:22:15,7821,361,358,240
2024-06-23 21:22:30,8111,362,354,268
2024-06-23 21:22:45,5697,123,123,88.2
2024-06-23 21:23:00,4811,105,101,75.7
2024-06-23 21:23:15,6071,177,193,112
2024-06-23 21:23:30,4935,182,192,111
2024-06-23 21:23:45,7386,252,263,165
2024-06-23 21:24:00,5238,188,170,123
2024-06-23 21:24:15,4205,92.6,86.9,58.3
2024-06-23 21:24:30,3812,150,147,96.1
2024-06-23 21:24:45,3494,152,149,99.9
2024-06-23 21:25:00,2703,162,159,105
2024-06-23 21:25:15,2231,175,175,118
