"Time","All machines","machine69","machine70","machine77"
2024-06-23 21:19:15,349,239,230,230
2024-06-23 21:19:30,349,239,230,229
2024-06-23 21:19:45,349,239,230,229
2024-06-23 21:20:00,350,240,231,230
2024-06-23 21:20:15,352,241,230,229
2024-06-23 21:20:30,355,242,233,233
2024-06-23 21:20:45,357,243,235,235
2024-06-23 21:21:00,356,244,233,232
2024-06-23 21:21:15,355,242,234,234
2024-06-23 21:21:30,357,243,235,234
2024-06-23 21:21:45,357,244,233,233
2024-06-23 21:22:00,357,244,236,236
2024-06-23 21:22:15,360,245,237,236
2024-06-23 21:22:30,361,247,234,234
2024-06-23 21:22:45,358,245,234,234
2024-06-23 21:23:00,359,247,236,237
2024-06-23 21:23:15,362,249,237,237
2024-06-23 21:23:30,360,246,236,237
2024-06-23 21:23:45,363,249,239,239
2024-06-23 21:24:00,363,247,240,240
2024-06-23 21:24:15,364,246,239,239
2024-06-23 21:24:30,361,246,237,237
2024-06-23 21:24:45,361,245,237,237
2024-06-23 21:25:00,362,247,239,238
2024-06-23 21:25:15,360,248,237,237
