"Time","orderers","peers","Total"
2024-06-23 21:19:15,0.354,349,349
2024-06-23 21:19:30,0.355,348,348
2024-06-23 21:19:45,0.355,349,349
2024-06-23 21:20:00,0.355,350,350
2024-06-23 21:20:15,0.438,352,352
2024-06-23 21:20:30,0.641,354,354
2024-06-23 21:20:45,0.822,356,356
2024-06-23 21:21:00,0.878,356,356
2024-06-23 21:21:15,0.951,354,354
2024-06-23 21:21:30,1.08,356,356
2024-06-23 21:21:45,1.26,356,356
2024-06-23 21:22:00,1.21,356,356
2024-06-23 21:22:15,1.44,359,359
2024-06-23 21:22:30,1.56,360,360
2024-06-23 21:22:45,1.51,357,357
2024-06-23 21:23:00,1.70,358,358
2024-06-23 21:23:15,1.83,361,361
2024-06-23 21:23:30,1.75,359,359
2024-06-23 21:23:45,1.99,361,361
2024-06-23 21:24:00,2.16,362,362
2024-06-23 21:24:15,2.05,362,362
2024-06-23 21:24:30,2.05,360,360
2024-06-23 21:24:45,2.06,360,360
2024-06-23 21:25:00,2.06,361,361
2024-06-23 21:25:15,2.06,359,359
