"Time","Total","Peers","Orderers","Couchdb"
2024-06-23 21:19:15,1849364116,61325,7451,605
2024-06-23 21:19:30,1849403863,61852,8182,611
2024-06-23 21:19:45,1849470837,62915,9187,741
2024-06-23 21:20:00,1849509986,63718,9732,809
2024-06-23 21:20:15,1849863448,74073,16515,1882
2024-06-23 21:20:30,1850885319,103406,31790,6191
2024-06-23 21:20:45,1852220800,141016,53924,10120
2024-06-23 21:21:00,1853152565,175886,66808,13833
2024-06-23 21:21:15,1854509033,205803,90197,18646
2024-06-23 21:21:30,1855415342,226469,107421,23200
2024-06-23 21:21:45,1856745745,269310,126411,27112
2024-06-23 21:22:00,1857742524,297698,140565,29903
2024-06-23 21:22:15,1859031418,334046,161318,35575
2024-06-23 21:22:30,1859990582,356267,175045,38512
2024-06-23 21:22:45,1861275445,398807,196425,44206
2024-06-23 21:23:00,1862190431,426528,210465,47933
2024-06-23 21:23:15,1863528725,463208,231986,52925
2024-06-23 21:23:30,1864398338,484356,243781,55829
2024-06-23 21:23:45,1865777584,527896,266687,61549
2024-06-23 21:24:00,1866613780,556439,281208,65384
2024-06-23 21:24:15,1867837692,587654,298536,69708
2024-06-23 21:24:30,1867877881,588411,299275,69708
2024-06-23 21:24:45,1867940005,589043,300122,69750
2024-06-23 21:25:00,1867987971,589428,300891,69753
2024-06-23 21:25:15,1868039600,590266,301765,69781
