"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 21:19:15,200207,2946,3337,327
2024-06-23 21:19:30,200575,2918,3344,281
2024-06-23 21:19:45,210893,3322,3413,296
2024-06-23 21:20:00,208015,3064,3285,224
2024-06-23 21:20:15,558146,14702,10245,1521
2024-06-23 21:20:30,1700336,49481,27667,6135
2024-06-23 21:20:45,3214680,92988,51502,10923
2024-06-23 21:21:00,4252627,130327,67817,15492
2024-06-23 21:21:15,4605692,130849,73335,16909
2024-06-23 21:21:30,4556972,129112,70772,16902
2024-06-23 21:21:45,4519968,127756,71541,16907
2024-06-23 21:22:00,4527254,128766,71368,16923
2024-06-23 21:22:15,4539529,129909,71189,17047
2024-06-23 21:22:30,4467555,129546,70975,17004
2024-06-23 21:22:45,4507775,128178,70979,17123
2024-06-23 21:23:00,4502161,127965,70671,17161
2024-06-23 21:23:15,4490746,128511,70363,17324
2024-06-23 21:23:30,4511933,129403,70330,17288
2024-06-23 21:23:45,4508827,130242,69895,17416
2024-06-23 21:24:00,4494829,129651,69504,17413
2024-06-23 21:24:15,4275713,123816,65470,16883
2024-06-23 21:24:30,3260911,88315,50943,12694
2024-06-23 21:24:45,1686457,46816,26060,6373
2024-06-23 21:25:00,704262,14945,9960,1868
2024-06-23 21:25:15,201432,2524,3224,86.5
