"Time","Total","Peers","Orderers"
2024-04-19 18:40:45,0.384,0.366,0.0178
2024-04-19 18:41:00,0.395,0.377,0.0183
2024-04-19 18:41:15,0.395,0.377,0.0183
2024-04-19 18:41:30,0.420,0.402,0.0183
2024-04-19 18:41:45,0.256,0.252,0.00422
2024-04-19 18:42:00,0.0579,0.0526,0.00528
2024-04-19 18:42:15,0.0954,0.0899,0.00550
2024-04-19 18:42:30,0.133,0.127,0.00572
2024-04-19 18:42:45,0.133,0.127,0.00572
2024-04-19 18:43:00,0.153,0.143,0.00916
2024-04-19 18:43:15,0.190,0.181,0.00938
2024-04-19 18:43:30,0.228,0.218,0.00959
2024-04-19 18:43:45,0.228,0.218,0.00959
2024-04-19 18:44:00,0.247,0.234,0.0132
2024-04-19 18:44:15,0.285,0.271,0.0132
2024-04-19 18:44:30,0.322,0.309,0.0134
2024-04-19 18:44:45,0.322,0.309,0.0134
