"Time","All machines","machine69","machine70","machine77"
2024-04-19 18:40:45,2.27,0.680,0.729,0.860
2024-04-19 18:41:00,2.38,0.732,0.749,0.901
2024-04-19 18:41:15,2.49,0.764,0.791,0.936
2024-04-19 18:41:30,2.58,0.798,0.814,0.963
2024-04-19 18:41:45,2.16,0.342,0.818,0.994
2024-04-19 18:42:00,1.09,0.367,0.315,0.402
2024-04-19 18:42:15,1.17,0.399,0.344,0.430
2024-04-19 18:42:30,1.16,0.401,0.346,0.417
2024-04-19 18:42:45,1.26,0.439,0.379,0.444
2024-04-19 18:43:00,1.37,0.473,0.417,0.480
2024-04-19 18:43:15,1.38,0.474,0.413,0.485
2024-04-19 18:43:30,1.47,0.491,0.452,0.521
2024-04-19 18:43:45,1.58,0.532,0.495,0.553
2024-04-19 18:44:00,1.58,0.522,0.500,0.555
2024-04-19 18:44:15,1.69,0.553,0.535,0.602
2024-04-19 18:44:30,1.77,0.571,0.579,0.634
2024-04-19 18:44:45,1.79,0.569,0.577,0.640
