"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 21:58:45,5018,4007,992,18.1
2024-04-17 21:59:00,7377,5866,1460,50.3
2024-04-17 21:59:15,10059,8077,1929,52.3
2024-04-17 21:59:30,13123,10645,2440,38.3
2024-04-17 21:59:45,14386,11750,2597,39.3
2024-04-17 22:00:00,15598,12803,2779,16.2
2024-04-17 22:00:15,20584,16943,3605,35.9
2024-04-17 22:00:30,109231,86039,18334,4857
2024-04-17 22:00:45,207632,162964,34034,10635
2024-04-17 22:01:00,302513,236644,49779,16090
2024-04-17 22:01:15,372915,291755,60943,20218
2024-04-17 22:01:30,372760,292230,60546,19984
2024-04-17 22:01:45,372377,292194,60253,19930
2024-04-17 22:02:00,373370,293195,59683,20492
2024-04-17 22:02:15,370315,289172,60732,20411
2024-04-17 22:02:30,370767,289691,60437,20639
2024-04-17 22:02:45,371267,289662,61158,20447
2024-04-17 22:03:00,373648,291913,61092,20644
2024-04-17 22:03:15,373932,292936,60139,20858
2024-04-17 22:03:30,372684,291059,60593,21032
2024-04-17 22:03:45,374390,292461,60848,21080
2024-04-17 22:04:00,373364,291923,60654,20786
2024-04-17 22:04:15,373653,292595,60463,20596
