"Time","machine69","machine70","All Machines"
2024-04-17 22:00:15,0.000576,0.000530,0.00131
2024-04-17 22:00:30,0.000576,0.000565,0.00131
2024-04-17 22:00:45,0.000576,0.00189,0.00267
2024-04-17 22:01:00,0.00499,0.00158,0.00708
2024-04-17 22:01:15,0.00499,0.00158,0.0163
2024-04-17 22:01:30,0.00499,0.00675,0.0163
2024-04-17 22:01:45,0.00499,0.00688,0.0216
2024-04-17 22:02:00,0.0119,0.00688,0.0285
2024-04-17 22:02:15,0.0119,0.00688,0.0405
2024-04-17 22:02:30,0.0119,0.0122,0.0405
2024-04-17 22:02:45,0.0119,0.0122,0.0458
2024-04-17 22:03:00,0.0187,0.0122,0.0526
2024-04-17 22:03:15,0.0187,0.0122,0.0646
2024-04-17 22:03:30,0.0187,0.0173,0.0646
2024-04-17 22:03:45,0.0187,0.0175,0.0699
2024-04-17 22:04:00,0.0256,0.0175,0.0768
2024-04-17 22:04:15,0.0256,0.0175,0.0887
2024-04-17 22:04:30,0.0256,0.0214,0.0887
2024-04-17 22:04:45,0.0256,0.0215,0.0927
2024-04-17 22:05:00,0.0278,0.0215,0.0949
2024-04-17 22:05:15,0.0278,0.0215,0.0975
