"Time","orderers","peers","Total"
2024-04-17 21:59:15,0.286,0.999,1.28
2024-04-17 21:59:30,0.291,0.999,1.29
2024-04-17 21:59:45,0.291,1.00,1.29
2024-04-17 22:00:00,0.293,1.01,1.30
2024-04-17 22:00:15,0.297,0.985,1.28
2024-04-17 22:00:30,0.424,1.09,1.52
2024-04-17 22:00:45,0.566,1.13,1.69
2024-04-17 22:01:00,0.628,0.993,1.62
2024-04-17 22:01:15,0.574,0.879,1.45
2024-04-17 22:01:30,0.717,0.903,1.62
2024-04-17 22:01:45,0.835,0.957,1.79
2024-04-17 22:02:00,0.758,0.992,1.75
2024-04-17 22:02:15,0.908,1.01,1.92
2024-04-17 22:02:30,0.959,1.05,2.01
2024-04-17 22:02:45,0.967,1.10,2.07
2024-04-17 22:03:00,1.10,1.14,2.24
2024-04-17 22:03:15,1.17,1.19,2.36
2024-04-17 22:03:30,1.19,1.21,2.40
2024-04-17 22:03:45,1.30,1.24,2.55
2024-04-17 22:04:00,1.26,1.28,2.54
2024-04-17 22:04:15,1.39,1.31,2.70
