"Time","Total","Peers","Orderers"
2024-04-17 21:59:15,6.79,5.70,1.09
2024-04-17 21:59:30,6.61,5.57,1.04
2024-04-17 21:59:45,5.87,4.82,1.05
2024-04-17 22:00:00,5.45,4.40,1.05
2024-04-17 22:00:15,6.62,5.38,1.24
2024-04-17 22:00:30,28.6,23.6,5
2024-04-17 22:00:45,52.2,43.4,8.85
2024-04-17 22:01:00,76.3,63.6,12.7
2024-04-17 22:01:15,95.1,79.4,15.7
2024-04-17 22:01:30,96.7,81.0,15.7
2024-04-17 22:01:45,97.1,81.3,15.8
2024-04-17 22:02:00,96.3,80.6,15.8
2024-04-17 22:02:15,94.1,78.7,15.4
2024-04-17 22:02:30,93.4,78.2,15.2
2024-04-17 22:02:45,93.5,78.1,15.3
2024-04-17 22:03:00,92.9,77.8,15.1
2024-04-17 22:03:15,94.4,79.0,15.5
2024-04-17 22:03:30,94.0,78.5,15.5
2024-04-17 22:03:45,94.8,79.2,15.6
2024-04-17 22:04:00,95.6,79.8,15.8
2024-04-17 22:04:15,94.1,78.6,15.5
