"Time","Total","Peers","Orderers"
2024-04-17 22:00:15,0.00131,0.000515,0.000797
2024-04-17 22:00:30,0.00131,0.000515,0.000797
2024-04-17 22:00:45,0.00267,0.00184,0.000832
2024-04-17 22:01:00,0.00708,0.00533,0.00175
2024-04-17 22:01:15,0.0163,0.0147,0.00159
2024-04-17 22:01:30,0.0163,0.0147,0.00159
2024-04-17 22:01:45,0.0216,0.0199,0.00173
2024-04-17 22:02:00,0.0285,0.0251,0.00343
2024-04-17 22:02:15,0.0405,0.0370,0.00350
2024-04-17 22:02:30,0.0405,0.0370,0.00350
2024-04-17 22:02:45,0.0458,0.0421,0.00364
2024-04-17 22:03:00,0.0526,0.0473,0.00533
2024-04-17 22:03:15,0.0646,0.0592,0.00540
2024-04-17 22:03:30,0.0646,0.0592,0.00540
2024-04-17 22:03:45,0.0699,0.0643,0.00554
2024-04-17 22:04:00,0.0768,0.0695,0.00724
2024-04-17 22:04:15,0.0887,0.0814,0.00731
2024-04-17 22:04:30,0.0887,0.0814,0.00731
2024-04-17 22:04:45,0.0927,0.0853,0.00741
2024-04-17 22:05:00,0.0949,0.0870,0.00794
2024-04-17 22:05:15,0.0975,0.0895,0.00796
