"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 21:58:45,1763,885,433,445
2024-04-17 21:59:00,2651,1270,668,712
2024-04-17 21:59:15,6473,3240,1531,1703
2024-04-17 21:59:30,6879,3433,1703,1742
2024-04-17 21:59:45,7466,3721,1853,1891
2024-04-17 22:00:00,6518,3254,1638,1626
2024-04-17 22:00:15,3596,1810,928,858
2024-04-17 22:00:30,8735,3128,2044,3563
2024-04-17 22:00:45,15034,4902,3164,6968
2024-04-17 22:01:00,20703,6169,4363,10170
2024-04-17 22:01:15,24845,7208,5384,12252
2024-04-17 22:01:30,24168,6925,5247,11996
2024-04-17 22:01:45,23932,6968,5275,11689
2024-04-17 22:02:00,24034,6840,5086,12108
2024-04-17 22:02:15,23598,6541,5168,11889
2024-04-17 22:02:30,23874,6745,5100,12029
2024-04-17 22:02:45,24421,7028,5308,12085
2024-04-17 22:03:00,24329,7042,5282,12005
2024-04-17 22:03:15,23952,7009,4983,11960
2024-04-17 22:03:30,23721,6658,5187,11876
2024-04-17 22:03:45,23692,6660,5149,11883
2024-04-17 22:04:00,23282,6499,5036,11746
2024-04-17 22:04:15,23320,6744,5160,11416
