"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 21:58:45,4808,3857,931,19.3
2024-04-17 21:59:00,7418,5980,1386,51.4
2024-04-17 21:59:15,10099,8213,1834,52.3
2024-04-17 21:59:30,13049,10695,2319,35.1
2024-04-17 21:59:45,14720,12218,2468,34.8
2024-04-17 22:00:00,16047,13405,2635,6.47
2024-04-17 22:00:15,20577,17191,3365,20.6
2024-04-17 22:00:30,91981,69751,18367,3863
2024-04-17 22:00:45,170181,127875,34047,8259
2024-04-17 22:01:00,243653,182269,48730,12655
2024-04-17 22:01:15,294764,220453,58634,15677
2024-04-17 22:01:30,292333,219527,57334,15472
2024-04-17 22:01:45,289277,217839,56036,15402
2024-04-17 22:02:00,290418,219193,55363,15862
2024-04-17 22:02:15,288716,216906,55915,15895
2024-04-17 22:02:30,291005,218785,56183,16037
2024-04-17 22:02:45,291762,218730,56910,16122
2024-04-17 22:03:00,293752,220819,56682,16251
2024-04-17 22:03:15,293415,221386,55716,16312
2024-04-17 22:03:30,292120,219767,55925,16428
2024-04-17 22:03:45,292071,219969,55779,16323
2024-04-17 22:04:00,290104,218708,55320,16076
2024-04-17 22:04:15,290437,219337,55102,15998
