"Time","All machines","machine69","machine70"
2024-04-17 21:59:15,2.99,2.14,2.28
2024-04-17 21:59:30,2.99,2.15,2.28
2024-04-17 21:59:45,3.00,2.15,2.29
2024-04-17 22:00:00,3.01,2.15,2.32
2024-04-17 22:00:15,2.99,2.15,2.18
2024-04-17 22:00:30,3.38,2.51,2.45
2024-04-17 22:00:45,3.72,2.74,2.66
2024-04-17 22:01:00,3.43,1.84,1.65
2024-04-17 22:01:15,3.02,1.85,1.82
2024-04-17 22:01:30,3.27,2.02,2.00
2024-04-17 22:01:45,3.59,2.25,2.20
2024-04-17 22:02:00,3.58,2.27,2.24
2024-04-17 22:02:15,3.88,2.43,2.44
2024-04-17 22:02:30,4.12,2.67,2.51
2024-04-17 22:02:45,4.25,2.69,2.70
2024-04-17 22:03:00,4.60,2.91,2.92
2024-04-17 22:03:15,4.81,3.16,2.94
2024-04-17 22:03:30,4.99,3.14,3.14
2024-04-17 22:03:45,5.29,3.39,3.42
2024-04-17 22:04:00,5.43,3.42,3.48
2024-04-17 22:04:15,5.67,3.50,3.66
