"Time","Total","Peers","Orderers","Couchdb"
2024-04-19 18:26:30,1161791107,1161765003,23340,2764
2024-04-19 18:26:45,1161859598,1161817899,35531,6168
2024-04-19 18:27:00,1161933229,1161875999,46998,10232
2024-04-19 18:27:15,1162002637,1161929640,58997,14000
2024-04-19 18:27:30,1162066448,1161982792,65650,18006
2024-04-19 18:27:45,839137934,839044128,72007,21799
2024-04-19 18:28:00,839208654,839099806,83436,25412
2024-04-19 18:28:15,839281724,839157101,94887,29736
2024-04-19 18:28:30,839350968,839211232,106369,33367
2024-04-19 18:28:45,839423864,839267295,118697,37872
2024-04-19 18:29:00,839491064,839320388,129023,41653
2024-04-19 18:29:15,839564863,839377872,141198,45793
2024-04-19 18:29:30,839632392,839430285,151981,50126
2024-04-19 18:29:45,839702883,839484985,163760,54138
2024-04-19 18:30:00,839771814,839539160,174332,58322
2024-04-19 18:30:15,839838355,839590752,185707,61896
2024-04-19 18:30:30,839898992,839637931,195524,65537
