"Time","Total","Peers","Orderers"
2024-04-19 18:26:30,0.00438,0.00219,0.00220
2024-04-19 18:26:45,0.0139,0.0112,0.00274
2024-04-19 18:27:00,0.0139,0.0112,0.00274
2024-04-19 18:27:15,0.0402,0.0373,0.00288
2024-04-19 18:27:30,0.0394,0.0370,0.00241
2024-04-19 18:27:45,0.0946,0.0892,0.00544
2024-04-19 18:28:00,0.0946,0.0892,0.00544
2024-04-19 18:28:15,0.132,0.126,0.00566
2024-04-19 18:28:30,0.132,0.126,0.00566
2024-04-19 18:28:45,0.189,0.179,0.00931
2024-04-19 18:29:00,0.189,0.179,0.00931
2024-04-19 18:29:15,0.227,0.217,0.00953
2024-04-19 18:29:30,0.227,0.217,0.00953
2024-04-19 18:29:45,0.284,0.270,0.0132
2024-04-19 18:30:00,0.284,0.270,0.0132
2024-04-19 18:30:15,0.321,0.307,0.0134
2024-04-19 18:30:30,0.321,0.307,0.0134
