"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 18:26:30,16.3,9.83,3.24,3.21
2024-04-19 18:26:45,27.2,16.3,5.47,5.45
2024-04-19 18:27:00,49.2,26.5,9.84,12.9
2024-04-19 18:27:15,60.8,33.2,12.3,15.3
2024-04-19 18:27:30,33.8,16.5,6.54,10.8
2024-04-19 18:27:45,33.7,16.2,6.56,11.0
2024-04-19 18:28:00,7.65,4.39,1.09,2.17
2024-04-19 18:28:15,1.09,0,0,1.09
2024-04-19 18:28:30,4.39,2.21,1.08,1.10
2024-04-19 18:28:45,123,63.6,29.2,30.0
2024-04-19 18:29:00,200,100,51.9,48.1
2024-04-19 18:29:15,437,229,108,100
2024-04-19 18:29:30,544,307,131,107
2024-04-19 18:29:45,944,485,263,195
2024-04-19 18:30:00,1100,633,273,193
2024-04-19 18:30:15,2131,1117,587,428
2024-04-19 18:30:30,2077,1077,578,422
