"Time","orderers","peers","Total"
2024-04-19 18:26:30,0.619,1.94,2.56
2024-04-19 18:26:45,0.813,2.04,2.85
2024-04-19 18:27:00,1.01,2.07,3.08
2024-04-19 18:27:15,0.996,2.16,3.15
2024-04-19 18:27:30,1.10,1.98,3.08
2024-04-19 18:27:45,1.14,1.37,2.50
2024-04-19 18:28:00,1.14,1.44,2.57
2024-04-19 18:28:15,1.22,1.49,2.71
2024-04-19 18:28:30,1.40,1.56,2.96
2024-04-19 18:28:45,1.29,1.61,2.90
2024-04-19 18:29:00,1.45,1.65,3.10
2024-04-19 18:29:15,1.64,1.71,3.35
2024-04-19 18:29:30,1.52,1.73,3.25
2024-04-19 18:29:45,1.71,1.80,3.51
2024-04-19 18:30:00,1.87,1.86,3.73
2024-04-19 18:30:15,1.73,1.90,3.63
2024-04-19 18:30:30,1.91,1.94,3.85
