"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 18:26:30,0,0,0,0
2024-04-19 18:26:45,2.08,1.04,0,1.04
2024-04-19 18:27:00,4.17,3.14,0,1.03
2024-04-19 18:27:15,7.34,5.24,0,2.10
2024-04-19 18:27:30,6.40,4.31,0,2.09
2024-04-19 18:27:45,6.24,3.08,0,3.16
2024-04-19 18:28:00,7.34,2.16,0,5.18
2024-04-19 18:28:15,8.43,2.09,0,6.34
2024-04-19 18:28:30,9.35,2.11,0,7.24
2024-04-19 18:28:45,10.4,3.14,1.05,6.20
2024-04-19 18:29:00,12.7,2.09,3.26,7.36
2024-04-19 18:29:15,8.51,1.05,3.20,4.26
2024-04-19 18:29:30,7.46,1.04,2.16,4.26
2024-04-19 18:29:45,6.43,0,2.14,4.29
2024-04-19 18:30:00,2.14,0,1.08,1.06
2024-04-19 18:30:15,4.26,0,1.06,3.20
2024-04-19 18:30:30,6.37,1.06,1.06,4.24
