"Time","orderers","peers","Total"
2024-04-19 18:26:30,0.198,0.622,0.820
2024-04-19 18:26:45,0.260,0.652,0.912
2024-04-19 18:27:00,0.323,0.662,0.984
2024-04-19 18:27:15,0.319,0.690,1.01
2024-04-19 18:27:30,0.352,0.635,0.987
2024-04-19 18:27:45,0.363,0.438,0.801
2024-04-19 18:28:00,0.365,0.459,0.824
2024-04-19 18:28:15,0.392,0.476,0.867
2024-04-19 18:28:30,0.449,0.499,0.947
2024-04-19 18:28:45,0.413,0.515,0.928
2024-04-19 18:29:00,0.464,0.529,0.992
2024-04-19 18:29:15,0.525,0.546,1.07
2024-04-19 18:29:30,0.485,0.555,1.04
2024-04-19 18:29:45,0.549,0.575,1.12
2024-04-19 18:30:00,0.599,0.596,1.19
2024-04-19 18:30:15,0.555,0.607,1.16
2024-04-19 18:30:30,0.611,0.621,1.23
