"Time","machine69","machine70","Total","machine77"
2024-04-19 18:26:30,7.89,5.49,25.6,4.77
2024-04-19 18:26:45,31.5,33.0,78.7,17.2
2024-04-19 18:27:00,56.6,53.4,141,30.3
2024-04-19 18:27:15,82.9,77.2,200,43.1
2024-04-19 18:27:30,92.1,80.7,224,48.9
2024-04-19 18:27:45,93.0,83.6,224,48.4
2024-04-19 18:28:00,92.5,83.2,221,45.7
2024-04-19 18:28:15,92.1,83.1,218,43.4
2024-04-19 18:28:30,93.2,82.0,218,41.7
2024-04-19 18:28:45,92.9,84.5,220,43.8
2024-04-19 18:29:00,94.5,85.0,226,47.0
2024-04-19 18:29:15,93.5,84.6,228,49.9
2024-04-19 18:29:30,95.3,84.0,230,51.1
2024-04-19 18:29:45,95.3,84.1,231,51.3
2024-04-19 18:30:00,97.8,84.7,233,50.3
2024-04-19 18:30:15,94.2,85.1,227,48.6
2024-04-19 18:30:30,93.7,79.1,217,44.6
