"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 18:26:30,8880,3897,2137,2846
2024-04-19 18:26:45,11175,4045,2636,4494
2024-04-19 18:27:00,15958,4821,3405,7731
2024-04-19 18:27:15,20902,5888,4494,10520
2024-04-19 18:27:30,23318,6287,4966,12066
2024-04-19 18:27:45,24193,6838,5087,12268
2024-04-19 18:28:00,24131,6817,5241,12074
2024-04-19 18:28:15,24307,6926,5298,12082
2024-04-19 18:28:30,24217,6907,5279,12031
2024-04-19 18:28:45,23148,6593,5123,11433
2024-04-19 18:29:00,23380,6517,5004,11860
2024-04-19 18:29:15,23761,6739,5181,11841
2024-04-19 18:29:30,23713,6666,5166,11881
2024-04-19 18:29:45,24026,6831,5234,11961
2024-04-19 18:30:00,23671,6642,5126,11903
2024-04-19 18:30:15,23403,6636,4996,11770
2024-04-19 18:30:30,23233,6773,5158,11302
