"Time","All machines","machine69","machine70","machine77"
2024-04-19 18:26:30,1.29,0.389,0.397,0.513
2024-04-19 18:26:45,1.39,0.435,0.411,0.540
2024-04-19 18:27:00,1.48,0.458,0.445,0.583
2024-04-19 18:27:15,1.51,0.471,0.446,0.596
2024-04-19 18:27:30,1.41,0.312,0.475,0.624
2024-04-19 18:27:45,1.09,0.348,0.333,0.405
2024-04-19 18:28:00,1.13,0.351,0.328,0.436
2024-04-19 18:28:15,1.18,0.376,0.367,0.438
2024-04-19 18:28:30,1.28,0.408,0.407,0.475
2024-04-19 18:28:45,1.29,0.401,0.409,0.473
2024-04-19 18:29:00,1.36,0.428,0.439,0.501
2024-04-19 18:29:15,1.47,0.445,0.472,0.546
2024-04-19 18:29:30,1.46,0.436,0.481,0.544
2024-04-19 18:29:45,1.58,0.465,0.511,0.588
2024-04-19 18:30:00,1.67,0.501,0.559,0.626
2024-04-19 18:30:15,1.67,0.482,0.562,0.628
2024-04-19 18:30:30,1.74,0.513,0.567,0.645
