"Time","machine69","machine70","All Machines","machine77"
2024-04-19 18:26:30,0.00327,0.00287,0.00438,0.00131
2024-04-19 18:26:45,0.0143,0.00287,0.0139,0.00533
2024-04-19 18:27:00,0.0143,0.00287,0.0139,0.00533
2024-04-19 18:27:15,0.0143,0.0554,0.0402,0.00533
2024-04-19 18:27:30,0.0127,0.0554,0.0394,0.00533
2024-04-19 18:27:45,0.0934,0.0539,0.0946,0.0210
2024-04-19 18:28:00,0.0934,0.0539,0.0946,0.0210
2024-04-19 18:28:15,0.0934,0.128,0.132,0.0210
2024-04-19 18:28:30,0.0934,0.128,0.132,0.0210
2024-04-19 18:28:45,0.174,0.128,0.189,0.0374
2024-04-19 18:29:00,0.174,0.128,0.189,0.0374
2024-04-19 18:29:15,0.174,0.204,0.227,0.0374
2024-04-19 18:29:30,0.174,0.204,0.227,0.0374
2024-04-19 18:29:45,0.256,0.204,0.284,0.0538
2024-04-19 18:30:00,0.256,0.204,0.284,0.0538
2024-04-19 18:30:15,0.256,0.278,0.321,0.0538
2024-04-19 18:30:30,0.256,0.278,0.321,0.0538
