"Time","Total","Peers","Orderers","Couchsdb"
2024-06-24 19:59:30,244261,1919,3266,335
2024-06-24 19:59:45,253481,2644,3314,445
2024-06-24 20:00:00,254655,2977,3303,447
2024-06-24 20:00:15,249078,2809,3304,393
2024-06-24 20:00:30,253820,2912,3200,456
2024-06-24 20:00:45,266828,2897,3347,353
2024-06-24 20:01:00,271385,2839,3786,359
2024-06-24 20:01:15,1360351,35837,21166,4133
2024-06-24 20:01:30,2473317,64561,35923,8233
2024-06-24 20:01:45,3998757,110319,58598,12797
2024-06-24 20:02:00,4702483,128844,66595,15244
2024-06-24 20:02:15,4699041,128445,66444,15223
2024-06-24 20:02:30,4651405,128535,66037,14733
2024-06-24 20:02:45,4682472,128436,65878,15298
2024-06-24 20:03:00,4673860,124579,65084,15335
2024-06-24 20:03:15,4654796,128240,64163,15359
2024-06-24 20:03:30,4643878,128089,64390,15328
2024-06-24 20:03:45,4619460,128099,64842,15316
2024-06-24 20:04:00,4611004,127876,62909,15216
2024-06-24 20:04:15,4637961,128063,65511,14990
2024-06-24 20:04:30,4657176,127969,61910,14892
2024-06-24 20:04:45,4678267,128380,65891,14844
2024-06-24 20:05:00,4677223,128367,65450,14974
2024-06-24 20:05:15,3674011,99774,50628,11689
2024-06-24 20:05:30,2582136,70755,36945,8005
2024-06-24 20:05:45,1026909,23505,13819,2736
2024-06-24 20:06:00,252602,2497,3199,56.9
2024-06-24 20:06:15,242040,2366,3152,77.0
2024-06-24 20:06:30,239314,2369,3036,62.5
