"Time","orderers","peers","Total"
2024-06-24 19:59:30,0.115,110,110
2024-06-24 19:59:45,0.119,110,110
2024-06-24 20:00:00,0.123,109,109
2024-06-24 20:00:15,0.125,110,110
2024-06-24 20:00:30,0.125,110,110
2024-06-24 20:00:45,0.126,110,110
2024-06-24 20:01:00,0.126,110,110
2024-06-24 20:01:15,0.177,111,111
2024-06-24 20:01:30,0.249,112,112
2024-06-24 20:01:45,0.311,112,112
2024-06-24 20:02:00,0.284,112,112
2024-06-24 20:02:15,0.366,113,113
2024-06-24 20:02:30,0.424,113,113
2024-06-24 20:02:45,0.390,113,113
2024-06-24 20:03:00,0.446,113,113
2024-06-24 20:03:15,0.519,115,115
2024-06-24 20:03:30,0.478,114,114
2024-06-24 20:03:45,0.547,114,114
2024-06-24 20:04:00,0.590,115,115
2024-06-24 20:04:15,0.573,115,115
2024-06-24 20:04:30,0.632,115,115
2024-06-24 20:04:45,0.705,116,116
2024-06-24 20:05:00,0.671,117,117
2024-06-24 20:05:15,0.696,116,116
2024-06-24 20:05:30,0.697,116,116
2024-06-24 20:05:45,0.700,116,116
2024-06-24 20:06:00,0.700,116,116
2024-06-24 20:06:15,0.700,116,116
2024-06-24 20:06:30,0.700,116,116
