"Time","Total","Peers","Orderers","Ledgers"
2024-06-24 19:59:30,2,2,0,0
2024-06-24 19:59:45,0,0,0,0
2024-06-24 20:00:00,0,0,0,0
2024-06-24 20:00:15,26,0,0,0
2024-06-24 20:00:30,0,0,0,0
2024-06-24 20:00:45,1,0,0,0
2024-06-24 20:01:00,0,0,0,0
2024-06-24 20:01:15,4,0,4,0
2024-06-24 20:01:30,3,0,0,0
2024-06-24 20:01:45,1,0,1,0
2024-06-24 20:02:00,3,0,0,0
2024-06-24 20:02:15,16,0,0,0
2024-06-24 20:02:30,0,0,0,0
2024-06-24 20:02:45,0,0,0,0
2024-06-24 20:03:00,134,0,0,0
2024-06-24 20:03:15,0,0,0,0
2024-06-24 20:03:30,3,0,0,0
2024-06-24 20:03:45,3,2,0,0
2024-06-24 20:04:00,4,0,0,0
2024-06-24 20:04:15,1,1,0,0
2024-06-24 20:04:30,2,0,0,0
2024-06-24 20:04:45,1,0,0,0
2024-06-24 20:05:00,0,0,0,0
2024-06-24 20:05:15,0,0,0,0
2024-06-24 20:05:30,1,0,0,0
2024-06-24 20:05:45,44,0,0,0
2024-06-24 20:06:00,2,1,0,0
2024-06-24 20:06:15,1,0,0,0
2024-06-24 20:06:30,93,0,0,0
