"Time","Total","Peers","Orderers"
2024-06-24 19:59:30,3.42,2.72,0.700
2024-06-24 19:59:45,3.58,2.84,0.740
2024-06-24 20:00:00,3.90,3.16,0.740
2024-06-24 20:00:15,4.24,3.44,0.800
2024-06-24 20:00:30,4.64,3.82,0.820
2024-06-24 20:00:45,4.90,4.10,0.800
2024-06-24 20:01:00,4.86,4.02,0.840
2024-06-24 20:01:15,18.3,13.9,4.38
2024-06-24 20:01:30,45.5,38.0,7.56
2024-06-24 20:01:45,61.8,50.0,11.8
2024-06-24 20:02:00,77.3,64.1,13.3
2024-06-24 20:02:15,77.2,64.0,13.2
2024-06-24 20:02:30,77.9,64.7,13.2
2024-06-24 20:02:45,77.9,64.7,13.2
2024-06-24 20:03:00,77.9,64.5,13.3
2024-06-24 20:03:15,79.1,65.5,13.5
2024-06-24 20:03:30,81.7,67.8,13.9
2024-06-24 20:03:45,82.9,68.8,14.1
2024-06-24 20:04:00,82.3,68.3,13.9
2024-06-24 20:04:15,81.7,67.8,13.9
2024-06-24 20:04:30,79.6,66.0,13.7
2024-06-24 20:04:45,79.5,66.0,13.5
2024-06-24 20:05:00,78.9,65.5,13.4
2024-06-24 20:05:15,67.4,56.9,10.4
2024-06-24 20:05:30,39.1,32.0,7.16
2024-06-24 20:05:45,22.6,19.7,2.90
2024-06-24 20:06:00,3.72,3.08,0.640
2024-06-24 20:06:15,3.54,2.96,0.580
2024-06-24 20:06:30,2.59,2.10,0.490
