"Time","orderers","peers","Total"
2024-06-24 19:59:30,0.360,342,342
2024-06-24 19:59:45,0.373,343,343
2024-06-24 20:00:00,0.386,342,342
2024-06-24 20:00:15,0.392,345,345
2024-06-24 20:00:30,0.392,345,345
2024-06-24 20:00:45,0.392,345,345
2024-06-24 20:01:00,0.392,345,345
2024-06-24 20:01:15,0.552,347,347
2024-06-24 20:01:30,0.777,350,350
2024-06-24 20:01:45,0.970,351,351
2024-06-24 20:02:00,0.887,350,350
2024-06-24 20:02:15,1.14,352,352
2024-06-24 20:02:30,1.32,352,352
2024-06-24 20:02:45,1.22,354,354
2024-06-24 20:03:00,1.39,355,355
2024-06-24 20:03:15,1.62,359,359
2024-06-24 20:03:30,1.49,357,357
2024-06-24 20:03:45,1.71,357,357
2024-06-24 20:04:00,1.84,359,359
2024-06-24 20:04:15,1.79,359,359
2024-06-24 20:04:30,1.97,360,360
2024-06-24 20:04:45,2.20,362,362
2024-06-24 20:05:00,2.10,364,364
2024-06-24 20:05:15,2.17,362,362
2024-06-24 20:05:30,2.18,362,362
2024-06-24 20:05:45,2.19,361,361
2024-06-24 20:06:00,2.19,361,361
2024-06-24 20:06:15,2.19,363,363
2024-06-24 20:06:30,2.19,363,363
