"Time","All machines","machine69","machine70","machine77"
2024-04-19 19:35:00,67671,26180,26469,14452
2024-04-19 19:35:15,145834,63801,53922,29187
2024-04-19 19:35:30,227061,102524,82448,42762
2024-04-19 19:35:45,302173,139434,106949,56706
2024-04-19 19:36:00,305397,143598,106884,56069
2024-04-19 19:36:15,304721,142862,107227,55665
2024-04-19 19:36:30,303330,141611,106197,55327
2024-04-19 19:36:45,300241,140568,105993,55103
2024-04-19 19:37:00,301916,141145,104420,55150
2024-04-19 19:37:15,302093,141957,105747,55504
2024-04-19 19:37:30,300305,141364,105386,55637
2024-04-19 19:37:45,303318,142003,105570,55892
2024-04-19 19:38:00,301382,140613,105569,55851
2024-04-19 19:38:15,300356,140444,102912,55751
2024-04-19 19:38:30,300952,139808,104462,55671
2024-04-19 19:38:45,301944,141292,106223,55495
2024-04-19 19:39:00,267990,123782,91960,49150
