"Time","Total","Peers","Orderers"
2024-04-19 19:35:00,21.9,18.3,3.58
2024-04-19 19:35:15,44.8,37.3,7.51
2024-04-19 19:35:30,68.9,57.5,11.4
2024-04-19 19:35:45,94.7,79.2,15.5
2024-04-19 19:36:00,98.5,82.8,15.8
2024-04-19 19:36:15,100,84.5,15.7
2024-04-19 19:36:30,101,85.6,15.7
2024-04-19 19:36:45,101,84.9,15.7
2024-04-19 19:37:00,101,85.3,15.5
2024-04-19 19:37:15,100,84.4,15.9
2024-04-19 19:37:30,97.8,82.1,15.7
2024-04-19 19:37:45,97.0,81.3,15.7
2024-04-19 19:38:00,96.6,80.8,15.8
2024-04-19 19:38:15,95.9,80.2,15.6
2024-04-19 19:38:30,97.8,82.3,15.6
2024-04-19 19:38:45,100,84.5,15.8
2024-04-19 19:39:00,87.6,73.9,13.7
