"Time","machine69","machine70","All Machines","machine77"
2024-04-19 19:35:00,0.000423,0.000237,0.000866,0.000206
2024-04-19 19:35:15,0.000423,0.000237,0.000866,0.000206
2024-04-19 19:35:30,0.00475,0.000237,0.0117,0.00670
2024-04-19 19:35:45,0.00475,0.000237,0.0117,0.00670
2024-04-19 19:36:00,0.00475,0.00551,0.0170,0.00670
2024-04-19 19:36:15,0.00475,0.00551,0.0170,0.00670
2024-04-19 19:36:30,0.0149,0.00551,0.0390,0.0187
2024-04-19 19:36:45,0.0149,0.00551,0.0390,0.0187
2024-04-19 19:37:00,0.0149,0.0108,0.0443,0.0187
2024-04-19 19:37:15,0.0149,0.0108,0.0443,0.0187
2024-04-19 19:37:30,0.0251,0.0108,0.0666,0.0306
2024-04-19 19:37:45,0.0251,0.0108,0.0666,0.0306
2024-04-19 19:38:00,0.0251,0.0161,0.0719,0.0306
2024-04-19 19:38:15,0.0251,0.0161,0.0719,0.0306
2024-04-19 19:38:30,0.0347,0.0161,0.0935,0.0426
2024-04-19 19:38:45,0.0347,0.0161,0.0935,0.0426
2024-04-19 19:39:00,0.0347,0.0214,0.0988,0.0426
