"Time","orderers","peers","Total"
2024-04-19 19:35:00,0.147,0.363,0.510
2024-04-19 19:35:15,0.222,0.373,0.595
2024-04-19 19:35:30,0.276,0.397,0.673
2024-04-19 19:35:45,0.279,0.419,0.698
2024-04-19 19:36:00,0.336,0.438,0.774
2024-04-19 19:36:15,0.397,0.454,0.851
2024-04-19 19:36:30,0.329,0.451,0.781
2024-04-19 19:36:45,0.392,0.469,0.862
2024-04-19 19:37:00,0.461,0.489,0.950
2024-04-19 19:37:15,0.447,0.503,0.950
2024-04-19 19:37:30,0.500,0.520,1.02
2024-04-19 19:37:45,0.568,0.537,1.11
2024-04-19 19:38:00,0.526,0.552,1.08
2024-04-19 19:38:15,0.581,0.570,1.15
2024-04-19 19:38:30,0.629,0.582,1.21
2024-04-19 19:38:45,0.600,0.598,1.20
2024-04-19 19:39:00,0.635,0.611,1.25
