"Time","machine69","machine70","All Machines","machine77"
2024-04-19 17:37:45,0.000233,0.000217,0.000660,0.000210
2024-04-19 17:38:00,0.000233,0.00414,0.000660,0.000210
2024-04-19 17:38:15,0.000233,0.00417,0.00461,0.000210
2024-04-19 17:38:30,0.00945,0.00417,0.0138,0.000210
2024-04-19 17:38:45,0.00945,0.00417,0.0184,0.00478
2024-04-19 17:39:00,0.00945,0.0161,0.0184,0.00478
2024-04-19 17:39:15,0.00945,0.0161,0.0304,0.00478
2024-04-19 17:39:30,0.0222,0.0161,0.0442,0.00478
2024-04-19 17:39:45,0.0233,0.0161,0.0495,0.0100
2024-04-19 17:40:00,0.0233,0.0281,0.0495,0.0100
2024-04-19 17:40:15,0.0233,0.0281,0.0615,0.0100
2024-04-19 17:40:30,0.0353,0.0281,0.0745,0.0100
2024-04-19 17:40:45,0.0364,0.0281,0.0798,0.0153
2024-04-19 17:41:00,0.0364,0.0281,0.0798,0.0153
2024-04-19 17:41:15,0.0364,0.0401,0.0918,0.0153
2024-04-19 17:41:30,0.0375,0.0401,0.0929,0.0153
2024-04-19 17:41:45,0.0495,0.0401,0.110,0.0205
