"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 17:37:45,5.45,3.26,1.09,1.09
2024-04-19 17:38:00,17.5,7.53,6.63,3.33
2024-04-19 17:38:15,51.2,20.6,17.0,13.6
2024-04-19 17:38:30,50.1,20.5,16.5,13.1
2024-04-19 17:38:45,77.8,33.5,25.6,18.7
2024-04-19 17:39:00,80.2,40.0,21.6,18.6
2024-04-19 17:39:15,57.2,29.6,15.4,12.1
2024-04-19 17:39:30,84.0,39.5,26.7,17.9
2024-04-19 17:39:45,118,57.5,33.3,27.2
2024-04-19 17:40:00,134,62.6,38.3,33.3
2024-04-19 17:40:15,335,154,80.7,99.7
2024-04-19 17:40:30,602,318,135,149
2024-04-19 17:40:45,971,532,221,218
2024-04-19 17:41:00,1165,629,267,269
2024-04-19 17:41:15,1136,614,267,255
2024-04-19 17:41:30,1297,702,316,279
2024-04-19 17:41:45,1123,587,293,243
