"Time","All machines","machine69","machine70"
2024-04-18 09:36:45,37.1,38.9,
2024-04-18 09:37:00,208,202,
2024-04-18 09:37:15,196,196,0
2024-04-18 09:37:30,158,156,0
2024-04-18 09:37:45,5143,4976,0
2024-04-18 09:38:00,13475,13486,0
2024-04-18 09:38:15,13472,13461,0
2024-04-18 09:38:30,13422,13557,0
2024-04-18 09:38:45,5304,5304,0
2024-04-18 09:39:00,70.5,70.3,0
2024-04-18 09:39:15,53.7,53.0,0
2024-04-18 09:39:30,38.2,38.0,0
2024-04-18 09:39:45,84.7,85.8,0
2024-04-18 09:40:00,74.7,74.6,0
2024-04-18 09:40:15,52.7,52.8,0
2024-04-18 09:40:30,52.0,51.8,0
2024-04-18 09:40:45,5.48,5.48,0
2024-04-18 09:41:00,37.3,37.0,0
2024-04-18 09:41:15,66.3,66.6,0
2024-04-18 09:41:30,119,119,0
2024-04-18 09:41:45,115,127,0
2024-04-18 09:42:00,179,179,0
2024-04-18 09:42:15,240,233,0
