"Time","Total","Peers","Orderers"
2024-04-18 09:36:15,0.0949,0.0896,0.00531
2024-04-18 09:36:30,0.0950,0.0896,0.00542
2024-04-18 09:36:45,0.0951,0.0897,0.00542
2024-04-18 09:37:00,0.0952,0.0897,0.00553
2024-04-18 09:37:15,0.0699,0.0689,0.000973
2024-04-18 09:37:30,0.000446,0.000225,0.000221
2024-04-18 09:37:45,0.000652,0.000332,0.000320
2024-04-18 09:38:00,0.000656,0.000336,0.000320
2024-04-18 09:38:15,0.000656,0.000336,0.000320
2024-04-18 09:38:30,0.00303,0.00212,0.000912
2024-04-18 09:38:45,0.00534,0.00440,0.000942
2024-04-18 09:39:00,0.0157,0.0147,0.00106
2024-04-18 09:39:15,0.0157,0.0147,0.00106
2024-04-18 09:39:30,0.0174,0.0147,0.00275
2024-04-18 09:39:45,0.0278,0.0250,0.00282
2024-04-18 09:40:00,0.0399,0.0369,0.00296
2024-04-18 09:40:15,0.0399,0.0369,0.00296
2024-04-18 09:40:30,0.0467,0.0421,0.00466
2024-04-18 09:40:45,0.0520,0.0472,0.00473
2024-04-18 09:41:00,0.0640,0.0592,0.00486
2024-04-18 09:41:15,0.0640,0.0592,0.00486
2024-04-18 09:41:30,0.0709,0.0643,0.00657
2024-04-18 09:41:45,0.0761,0.0695,0.00663
2024-04-18 09:42:00,0.0882,0.0814,0.00677
2024-04-18 09:42:15,0.0882,0.0814,0.00677
