"Time","Total","Peers","Orderers"
2024-04-18 09:36:15,0.297,0.281,0.0166
2024-04-18 09:36:30,0.298,0.281,0.0170
2024-04-18 09:36:45,0.298,0.281,0.0170
2024-04-18 09:37:00,0.298,0.281,0.0173
2024-04-18 09:37:15,0.219,0.216,0.00305
2024-04-18 09:37:30,0.00140,0.000705,0.000693
2024-04-18 09:37:45,0.00204,0.00104,0.00100
2024-04-18 09:38:00,0.00205,0.00105,0.00100
2024-04-18 09:38:15,0.00205,0.00105,0.00100
2024-04-18 09:38:30,0.00949,0.00663,0.00286
2024-04-18 09:38:45,0.0167,0.0138,0.00295
2024-04-18 09:39:00,0.0493,0.0460,0.00333
2024-04-18 09:39:15,0.0493,0.0460,0.00333
2024-04-18 09:39:30,0.0546,0.0460,0.00863
2024-04-18 09:39:45,0.0872,0.0783,0.00884
2024-04-18 09:40:00,0.125,0.116,0.00927
2024-04-18 09:40:15,0.125,0.116,0.00927
2024-04-18 09:40:30,0.146,0.132,0.0146
2024-04-18 09:40:45,0.163,0.148,0.0148
2024-04-18 09:41:00,0.200,0.185,0.0152
2024-04-18 09:41:15,0.200,0.185,0.0152
2024-04-18 09:41:30,0.222,0.201,0.0206
2024-04-18 09:41:45,0.238,0.218,0.0208
2024-04-18 09:42:00,0.276,0.255,0.0212
2024-04-18 09:42:15,0.276,0.255,0.0212
