"Time","All machines","machine69","machine70"
2024-04-18 09:36:15,470478143,241420300,219208747
2024-04-18 09:36:30,711908127,482850284,219208747
2024-04-18 09:36:45,711909097,482851248,219208747
2024-04-18 09:37:00,931119518,482851863,328813560
2024-04-18 09:37:15,689699378,241431605,438418677
2024-04-18 09:37:30,460642160,241431757,219210403
2024-04-18 09:37:45,470458894,241433805,219210575
2024-04-18 09:38:00,470460718,241434960,219210943
2024-04-18 09:38:15,470465438,241436215,219211931
2024-04-18 09:38:30,470470840,241437589,219213108
2024-04-18 09:38:45,470476920,241438832,219214314
2024-04-18 09:39:00,470482595,241439879,219215672
2024-04-18 09:39:15,470489676,241441067,219217164
2024-04-18 09:39:30,470495130,241442398,219218219
2024-04-18 09:39:45,470501619,241443729,219219537
2024-04-18 09:40:00,470507341,241444773,219220597
2024-04-18 09:40:15,470513346,241445878,219222213
2024-04-18 09:40:30,470519406,241447091,219223362
2024-04-18 09:40:45,470524891,241448271,219224697
2024-04-18 09:41:00,470530585,241449339,219225804
2024-04-18 09:41:15,470537498,241450730,219227187
2024-04-18 09:41:30,470542186,241451843,219228377
2024-04-18 09:41:45,470548358,241452921,219229325
2024-04-18 09:42:00,470554310,241454081,219231017
2024-04-18 09:42:15,470558547,241454783,219231688
