"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 09:36:45,1665,1402,260,2.70
2024-04-18 09:37:00,2665,2162,476,26.8
2024-04-18 09:37:15,5630,4518,1082,29.1
2024-04-18 09:37:30,8000,6336,1604,59.8
2024-04-18 09:37:45,10800,8705,2032,62.2
2024-04-18 09:38:00,13402,10892,2469,41.4
2024-04-18 09:38:15,74585,60673,11175,2738
2024-04-18 09:38:30,185093,149304,28070,7719
2024-04-18 09:38:45,289902,233610,43826,12466
2024-04-18 09:39:00,395801,318093,59556,18152
2024-04-18 09:39:15,412744,332233,61534,18977
2024-04-18 09:39:30,410897,329983,61997,18917
2024-04-18 09:39:45,413335,332446,61867,19021
2024-04-18 09:40:00,410571,329552,61928,19091
2024-04-18 09:40:15,412104,331479,61215,19410
2024-04-18 09:40:30,411476,331005,60866,19604
2024-04-18 09:40:45,412914,331954,61065,19895
2024-04-18 09:41:00,410185,329059,61325,19801
2024-04-18 09:41:15,409899,329131,60882,19886
2024-04-18 09:41:30,412485,331391,61199,19895
2024-04-18 09:41:45,408700,328055,60877,19768
2024-04-18 09:42:00,412650,332197,60610,19843
2024-04-18 09:42:15,363163,290909,55163,17091
