"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 11:43:15,14806,11979,2802,25.3
2024-04-19 11:43:30,14891,12074,2794,23.0
2024-04-19 11:43:45,14971,12159,2811,1.02
2024-04-19 11:44:00,63131,51110,9671,2350
2024-04-19 11:44:15,158790,127261,22927,8602
2024-04-19 11:44:30,258631,207742,35836,15052
2024-04-19 11:44:45,354877,284258,49270,21348
2024-04-19 11:45:00,370231,296407,51300,22524
2024-04-19 11:45:15,370778,296775,51127,22876
2024-04-19 11:45:30,372517,298576,50951,22990
2024-04-19 11:45:45,375004,301250,50852,22902
2024-04-19 11:46:00,375991,302168,50948,22875
2024-04-19 11:46:15,373400,299280,51187,22934
2024-04-19 11:46:30,372325,298233,51212,22879
2024-04-19 11:46:45,372651,299008,50750,22893
2024-04-19 11:47:00,374229,300492,50751,22986
2024-04-19 11:47:15,372013,298377,50582,23054
