"Time","Total","Peers","Orderers"
2024-04-19 11:43:15,6.07,5,1.07
2024-04-19 11:43:30,5.95,4.91,1.04
2024-04-19 11:43:45,5.84,4.80,1.04
2024-04-19 11:44:00,17.3,14.5,2.75
2024-04-19 11:44:15,40.4,34.3,6.07
2024-04-19 11:44:30,62.9,53.6,9.25
2024-04-19 11:44:45,85.5,73.0,12.5
2024-04-19 11:45:00,89.0,76.1,12.9
2024-04-19 11:45:15,88.3,75.5,12.8
2024-04-19 11:45:30,87.1,74.5,12.7
2024-04-19 11:45:45,86.1,73.6,12.5
2024-04-19 11:46:00,84.3,71.9,12.5
2024-04-19 11:46:15,84.7,72.2,12.5
2024-04-19 11:46:30,85.9,73.4,12.5
2024-04-19 11:46:45,86.4,73.9,12.5
2024-04-19 11:47:00,89.3,76.4,12.9
2024-04-19 11:47:15,91.4,78.4,13.0
2024-04-19 11:47:30,92.0,78.8,13.2
2024-04-19 11:47:45,91.7,78.4,13.2
