"Time","orderers","peers","Total"
2024-04-19 11:43:15,0.256,0.930,1.19
2024-04-19 11:43:30,0.257,0.908,1.16
2024-04-19 11:43:45,0.258,0.886,1.14
2024-04-19 11:44:00,0.369,1.08,1.45
2024-04-19 11:44:15,0.585,1.14,1.73
2024-04-19 11:44:30,0.767,1.20,1.96
2024-04-19 11:44:45,0.792,1.26,2.06
2024-04-19 11:45:00,0.960,1.30,2.26
2024-04-19 11:45:15,1.16,1.35,2.50
2024-04-19 11:45:30,1.00,1.40,2.40
2024-04-19 11:45:45,1.19,1.46,2.65
2024-04-19 11:46:00,1.34,1.53,2.87
2024-04-19 11:46:15,1.27,1.57,2.84
2024-04-19 11:46:30,1.42,1.63,3.04
2024-04-19 11:46:45,1.61,1.69,3.30
2024-04-19 11:47:00,1.54,1.74,3.28
2024-04-19 11:47:15,1.70,1.81,3.51
2024-04-19 11:47:30,1.87,1.86,3.73
2024-04-19 11:47:45,1.78,1.90,3.68
