"Time","machine69","machine70","All Machines","machine77"
2024-04-19 11:43:15,0.00143,0.00136,0.00204,0.000645
2024-04-19 11:43:30,0.00143,0.00136,0.00205,0.000657
2024-04-19 11:43:45,0.00143,0.00136,0.00205,0.000657
2024-04-19 11:44:00,0.00143,0.00136,0.00205,0.000657
2024-04-19 11:44:15,0.00143,0.00136,0.00205,0.000657
2024-04-19 11:44:30,0.0152,0.00136,0.0162,0.00798
2024-04-19 11:44:45,0.0152,0.00136,0.0162,0.00798
2024-04-19 11:45:00,0.0152,0.0691,0.0501,0.00798
2024-04-19 11:45:15,0.0152,0.0691,0.0501,0.00798
2024-04-19 11:45:30,0.0545,0.0691,0.0861,0.0243
2024-04-19 11:45:45,0.0545,0.0691,0.0861,0.0243
2024-04-19 11:46:00,0.0545,0.144,0.124,0.0243
2024-04-19 11:46:15,0.0545,0.144,0.127,0.0243
2024-04-19 11:46:30,0.0937,0.144,0.160,0.0408
2024-04-19 11:46:45,0.0937,0.144,0.160,0.0408
2024-04-19 11:47:00,0.0937,0.219,0.197,0.0408
2024-04-19 11:47:15,0.0937,0.219,0.201,0.0408
2024-04-19 11:47:30,0.133,0.219,0.233,0.0571
2024-04-19 11:47:45,0.133,0.219,0.233,0.0571
