"Time","orderers","peers","Total"
2024-04-19 11:43:15,0.0820,0.297,0.379
2024-04-19 11:43:30,0.0823,0.290,0.373
2024-04-19 11:43:45,0.0825,0.283,0.366
2024-04-19 11:44:00,0.118,0.345,0.463
2024-04-19 11:44:15,0.187,0.366,0.553
2024-04-19 11:44:30,0.246,0.382,0.628
2024-04-19 11:44:45,0.254,0.404,0.658
2024-04-19 11:45:00,0.307,0.417,0.724
2024-04-19 11:45:15,0.370,0.431,0.801
2024-04-19 11:45:30,0.321,0.449,0.769
2024-04-19 11:45:45,0.382,0.466,0.847
2024-04-19 11:46:00,0.428,0.490,0.918
2024-04-19 11:46:15,0.407,0.502,0.909
2024-04-19 11:46:30,0.453,0.520,0.973
2024-04-19 11:46:45,0.517,0.540,1.06
2024-04-19 11:47:00,0.492,0.556,1.05
2024-04-19 11:47:15,0.543,0.579,1.12
2024-04-19 11:47:30,0.599,0.595,1.19
2024-04-19 11:47:45,0.570,0.608,1.18
