"Time","orderers","peers","Total"
2024-07-31 20:31:45,0.120,4.00,4.00
2024-07-31 20:32:00,0.121,3.96,3.96
2024-07-31 20:32:15,0.137,3.99,3.99
2024-07-31 20:32:30,0.194,4.18,4.18
2024-07-31 20:32:45,0.263,4.35,4.35
2024-07-31 20:33:00,0.319,4.40,4.40
2024-07-31 20:33:15,0.361,4.37,4.37
2024-07-31 20:33:30,0.410,4.34,4.34
2024-07-31 20:33:45,0.442,4.66,4.66
2024-07-31 20:34:00,0.392,4.46,4.46
2024-07-31 20:34:15,0.468,4.69,4.69
2024-07-31 20:34:30,0.529,4.70,4.70
2024-07-31 20:34:45,0.503,4.70,4.70
2024-07-31 20:35:00,0.569,4.80,4.80
2024-07-31 20:35:15,0.627,5.05,5.05
2024-07-31 20:35:30,0.579,4.77,4.77
2024-07-31 20:35:45,0.659,4.95,4.95
2024-07-31 20:36:00,0.717,5.04,5.04
2024-07-31 20:36:15,0.689,5.05,5.05
2024-07-31 20:36:30,0.692,5.05,5.05
2024-07-31 20:36:45,0.694,5.17,5.17
2024-07-31 20:37:00,0.695,4.96,4.96
2024-07-31 20:37:15,0.695,4.95,4.95
